10.01821638	4.195868659	7.081314105	3.609983399	9.933926294	-1.842843396	6.916040405	4.641878394	10.211132	4.601288065	9.028166743	3.459752899	1.957173093	4.12988116	7.083339745	3.527660656	1.63398011	0.815175056
10.01475625	4.37653172	7.150616529	3.372768625	9.964017189	-0.826823129	7.03578385	4.969916951	10.26452546	3.990572787	8.973779609	3.667641843	1.995644793	4.589414139	7.110625896	3.82317034	1.659489511	1.357788971
10.04372835	4.531493588	7.270368971	3.458930465	9.962743191	-0.7331856	7.063690073	5.041211652	10.24745463	3.892723702	9.038820369	3.616319916	2.019962134	4.029401558	7.079599488	4.008817623	1.672776824	1.564100306
10.0636562	4.283502275	7.34119005	3.840043252	9.979177876	-0.055766141	7.001323308	5.055802243	10.22358149	3.793928826	9.006492974	3.832039349	1.803840249	5.031383077	7.099524328	4.086545706	1.699953169	1.523192981
10.08639253	4.116373883	7.379770577	3.891156251	9.977822349	1.62485379	7.005229732	5.183346982	10.14470781	3.572179643	9.02287072	3.971965411	1.721402011	5.037199883	7.135535138	4.075004078	1.744288615	2.166494398
10.09221848	4.044888288	7.372443589	3.653966238	9.995415095	2.809480461	6.94208646	4.983245702	10.16800552	3.620226514	9.059353989	4.1871344	1.627951132	5.493019001	7.160153066	3.959748457	1.766065375	2.447043597
10.06709036	4.083170701	7.420704598	3.37849609	10.02333343	3.788904902	6.958541958	4.972832485	10.0825623	3.506367116	9.113738433	4.42761782	1.654768474	4.715175648	7.108448335	4.128123712	1.815010612	2.636742408
10.032243	4.39394924	7.446266201	3.714340026	10.07765063	4.155064453	6.945024472	4.670099338	10.06793759	3.506335773	9.066198259	4.446668087	1.763963209	5.069444849	7.13103737	4.422576276	1.887527523	3.070908681
9.995483797	4.315039232	7.475781372	3.73216213	10.0863119	4.017104318	6.924314697	4.688625154	10.16014067	4.599707756	9.145170812	4.210190864	1.738002057	5.907867004	7.124878673	4.516943371	1.890922422	3.430467924
10.01268753	4.447013375	7.506577045	3.784977322	10.07508355	4.550020301	6.774835302	4.725497561	9.9422236	4.746068788	9.149488836	4.247585893	1.800725037	6.535954082	7.146132038	4.504162178	1.876022198	4.357985964
9.995507212	4.605170186	7.534616375	4.605170186	10.11163932	4.605170186	6.735465257	4.605170186	9.956717509	4.605170186	9.168349901	4.605170186	1.720613931	4.605170186	7.190203698	4.605170186	1.947073192	4.605170186
9.958874057	6.603187365	7.556318643	5.233301651	10.12207331	4.744483967	6.639615853	4.410323457	10.00322613	4.480322162	9.217264858	4.633682833	1.768010956	4.705612616	7.208608684	4.587345949	1.938744655	4.91609963
9.952877275	6.821271963	7.585326504	5.678890104	10.15945756	5.066002432	6.72207027	4.990275234	10.10085023	5.490273892	9.158804893	4.683439805	1.805889006	8.32173048	7.263337962	4.535498469	1.979308057	5.462600998
9.908926082	6.667105755	7.604613024	5.593862287	10.16974559	5.265073961	6.720614185	5.173351597	10.12351656	5.292213802	9.132178146	4.64990032	1.824240319	8.289424571	7.26543865	4.468021843	2.039128775	5.884017446
9.878756338	7.254460706	7.630248628	5.151217082	10.21432922	5.538878512	6.730384439	5.193343555	10.16642746	5.684112785	9.215013568	4.554211386	1.807879606	9.215251754	7.278682492	4.800341411	1.965590219	6.752752144
9.896784547	7.32275902	7.66128565	5.004938394	10.2542089	4.685871946	6.757906028	5.438882043	10.2086996	5.202212579	9.131854009	4.539288954	1.840031867	11.05748485	7.285905184	4.795296585	2.017751881	7.408898197
9.919619752	7.202858532	7.695860248	4.948245597	10.285213	4.625300041	6.747994346	5.586807486	10.27788295	5.097874621	9.232560452	4.639945544	2.005271314	11.35211374	7.340372912	4.888225341	2.068309124	8.028535517
9.914835536	7.425863589	7.716479996	5.102471009	10.28794927	4.717232723	6.750063808	5.622803711	10.30311582	5.271491236	9.195987677	4.580598336	2.038410282	12.19618445	7.379604037	4.930173685	2.123907532	8.804780432
9.949942773	7.42894711	7.756955034	4.990810546	10.30634699	4.391134377	6.749200989	5.478823863	10.34505164	5.229091193	9.256435178	4.635345906	2.092461058	12.90594216	7.41353723	4.994916739	2.137700057	9.572441485
9.967200505	7.245924134	7.790530103	4.933298109	10.30990179	4.538474955	6.76462078	5.536660812	10.28439763	5.115698759	9.242730454	4.606364523	2.10979723	13.07927487	7.459327495	5.080726708	2.073352507	9.863384082
9.974618034	7.354213767	7.806261667	4.810662197	10.36902726	4.302461673	6.781511897	5.563980493	10.26460302	4.994611141	9.239943883	4.783258886	2.167363374	13.03704278	7.493853971	5.258539288	2.128932673	10.25463647
9.985699124	7.200520113	7.818640868	4.947072998	10.3411909	4.529666626	6.808163587	5.625497718	10.28767537	4.910572644	9.289310061	5.24478164	2.207838377	13.16493145	7.530473894	5.448104747	2.036314866	10.42029015
10.01688272	7.685359063	7.840061082	5.046196793	10.31461274	4.431363313	6.840180887	5.664729708	10.31735316	4.672368681	9.309495777	5.083058293	2.251984458	13.44112504	7.537226273	5.56869247	2.098690784	10.24911143
10.06871408	8.13330356	7.861387873	5.312894509	10.31882458	4.407153665	6.856428842	5.666782021	10.29938097	6.621015443	9.352274233	5.159403856	2.291263467	13.63663027	7.585355147	5.619756054	2.141494048	9.254665512
10.10444417	8.387472363	7.886666596	5.471974043	10.35179611	4.896729735	6.914448755	5.699712606	10.33370078	6.553510436	9.382800187	5.226965992	2.435156376	13.74135214	7.634654432	5.711725201	2.213848493	9.287891831
10.14111015	8.211768776	7.934076664	5.79015645	10.38575557	5.05430873	6.960185823	5.747175145	10.34530852	6.510395707	9.388497784	5.299055542	2.497479155	13.34080254	7.66388017	5.715530275	2.272058758	9.272500858
10.14590047	7.941654147	7.983966344	5.823998694	10.41887026	5.134812294	6.998219403	5.866917585	10.37052771	6.434034983	9.453788215	5.451609654	2.565758563	13.35306829	7.707784091	5.812169357	2.318429946	9.587528096
10.17579566	8.15448629	8.0330721	6.15067765	10.45296689	5.133666736	7.022392312	6.009519374	10.38411681	6.741690867	9.463591372	5.579378662	2.643585679	13.66233804	7.75962396	5.89229857	2.355241029	9.567461075
