0.90665	0.71405	-1.21426	-0.83624	1.22573	0.60963
0.86725	0.66627	-1.26852	-0.86742	1.20013	0.58522
0.88236	0.65933	-1.24049	-0.87401	1.20782	0.58642
0.89684	0.66961	-1.22390	-0.84660	1.23508	0.62253
0.88156	0.67826	-1.22712	-0.84726	1.22119	0.62087
0.83007	0.64599	-1.25438	-0.85388	1.19009	0.61273
0.80696	0.60434	-1.28327	-0.86147	1.14334	0.60676
0.82453	0.61094	-1.26545	-0.86604	1.16269	0.60630
0.81529	0.59880	-1.25829	-0.87610	1.16248	0.60644
0.79260	0.56080	-1.28744	-0.87736	1.13267	0.60335
0.75861	0.51344	-1.31717	-0.88625	1.10447	0.58319
0.75820	0.50254	-1.34139	-0.89535	1.10326	0.56905
0.75290	0.50536	-1.35196	-0.91413	1.08586	0.55587
0.73586	0.47702	-1.36695	-0.92213	1.07509	0.54984
0.74993	0.48862	-1.34540	-0.91349	1.07719	0.55909
0.76364	0.47843	-1.31415	-0.92420	1.08207	0.55593
0.84964	0.57096	-1.22341	-0.88412	1.18673	0.60274
0.95934	0.66329	-1.12300	-0.76741	1.29471	0.72058
0.92429	0.61506	-1.17115	-0.79867	1.25673	0.68832
0.88041	0.56739	-1.22119	-0.85801	1.23306	0.63587
0.86945	0.55015	-1.25140	-0.85417	1.22683	0.62496
0.85082	0.52503	-1.28667	-0.85809	1.21059	0.60970
0.83995	0.50013	-1.28227	-0.88336	1.20195	0.57815
0.85109	0.48354	-1.26810	-0.90083	1.21685	0.56022
0.81446	0.43944	-1.32769	-0.90689	1.19113	0.54864
0.79750	0.40638	-1.31907	-0.93791	1.16966	0.52868
0.81742	0.43802	-1.30509	-0.93393	1.16928	0.53766
0.79609	0.38201	-1.33161	-0.97966	1.14487	0.49764
0.77888	0.34727	-1.35239	-1.00305	1.12467	0.48129
0.76144	0.31938	-1.36296	-1.01130	1.11677	0.47307
0.75760	0.30174	-1.35069	-1.02285	1.11149	0.44986
0.77682	0.37282	-1.33802	-0.99151	1.12870	0.47282
0.75170	0.34149	-1.34331	-1.02904	1.08665	0.42875
0.71020	0.26675	-1.36786	-1.08772	1.03325	0.36025
0.71816	0.27729	-1.37905	-1.10329	1.02116	0.33693
0.70374	0.25732	-1.40123	-1.11283	0.99172	0.32406
0.69880	0.28341	-1.39836	-1.11091	0.94704	0.31887
0.70655	0.29079	-1.38969	-1.09874	0.95351	0.32396
0.79386	0.38423	-1.31393	-1.05921	1.00427	0.35956
0.84859	0.40379	-1.26213	-1.01670	1.03533	0.39986
0.78788	0.33893	-1.31710	-1.07230	0.98079	0.35434
0.77851	0.30585	-1.34208	-1.07979	0.97469	0.35247
0.77224	0.28977	-1.34791	-1.08461	0.96622	0.33732
0.69227	0.23982	-1.41717	-1.10851	0.89671	0.30447
0.69435	0.30549	-1.42082	-1.06257	0.89165	0.34602
0.77263	0.53003	-1.39949	-0.89411	0.98302	0.49096
0.78906	0.61498	-1.40299	-0.82754	0.95271	0.53822
0.82354	0.64679	-1.44421	-0.85312	0.89179	0.50056
0.82608	0.67729	-1.41416	-0.82025	0.88138	0.53417
0.83390	0.69829	-1.34980	-0.77688	0.93022	0.58162
0.87423	0.66158	-1.31629	-0.75335	0.93689	0.60416
0.83070	0.58964	-1.35835	-0.81252	0.91180	0.54577
0.82219	0.57014	-1.36385	-0.85129	0.92257	0.50906
0.84496	0.56057	-1.35362	-0.85849	0.97935	0.50876
0.82349	0.56022	-1.37770	-0.87237	0.96091	0.48757
0.81878	0.53772	-1.35367	-0.88830	0.95581	0.46978
0.83824	0.57485	-1.31933	-0.88165	0.94454	0.47054
0.82082	0.54562	-1.31189	-0.91469	0.89445	0.43203
0.82716	0.54959	-1.30793	-0.91188	0.92574	0.43228
0.81981	0.55593	-1.31808	-0.90023	0.91719	0.43832
0.74823	0.49654	-1.35282	-0.93840	0.86964	0.40103
0.72100	0.52058	-1.36026	-0.92161	0.85431	0.41332
0.73169	0.53025	-1.34751	-0.90767	0.82913	0.42660
0.69244	0.46573	-1.37817	-0.93732	0.81890	0.39556
0.66681	0.51213	-1.40213	-0.89719	0.81622	0.43099
0.66132	0.55170	-1.41115	-0.86557	0.84617	0.45850
0.68149	0.56692	-1.40634	-0.87255	0.86216	0.44164
0.67207	0.56661	-1.40795	-0.89536	0.86803	0.41617
0.66400	0.55976	-1.41174	-0.91007	0.83943	0.39606
0.66231	0.52681	-1.43723	-0.97135	0.79427	0.33067
0.65917	0.52944	-1.44431	-0.96082	0.81344	0.33859
0.68674	0.57198	-1.38471	-0.90023	0.85886	0.40018
0.71210	0.60259	-1.34519	-0.85875	0.89170	0.42734
0.74955	0.61353	-1.31046	-0.84415	0.93385	0.44350
0.77855	0.61742	-1.29055	-0.85095	0.92988	0.44386
0.76831	0.55324	-1.29901	-0.89522	0.90482	0.40343
0.77245	0.58618	-1.30085	-0.88593	0.91522	0.41572
0.80636	0.62606	-1.26948	-0.85008	0.94008	0.44797
0.83030	0.67537	-1.23609	-0.81094	0.96907	0.48548
0.88554	0.75711	-1.19040	-0.75896	1.04043	0.53854
0.87074	0.77819	-1.19362	-0.73839	1.02828	0.55651
0.85634	0.77147	-1.21695	-0.74561	1.01422	0.54470
0.81896	0.72475	-1.25899	-0.77390	0.98963	0.51390
0.81869	0.74465	-1.25700	-0.74873	1.00820	0.53576
0.77191	0.74132	-1.28870	-0.76508	0.97896	0.52377
0.74661	0.67284	-1.29364	-0.81803	0.94864	0.47359
0.77068	0.63713	-1.27727	-0.80285	0.96505	0.49301
0.75725	0.63489	-1.30111	-0.81592	0.96706	0.48129
0.74171	0.66412	-1.31554	-0.80177	0.97528	0.49181
0.73654	0.68575	-1.32037	-0.77727	0.96486	0.50992
0.71030	0.68115	-1.33550	-0.77865	0.96507	0.50441
0.70359	0.67252	-1.33256	-0.79158	0.96123	0.49379
0.74209	0.67343	-1.29985	-0.79150	0.98506	0.49344
0.73508	0.64703	-1.30422	-0.80607	0.96993	0.47280
0.71314	0.60836	-1.31616	-0.81232	0.95602	0.45942
0.73116	0.56793	-1.30142	-0.81568	0.96336	0.44935
0.70787	0.48384	-1.31904	-0.83900	0.92366	0.42738
0.72022	0.43471	-1.30973	-0.83834	0.90121	0.43598
0.71510	0.43321	-1.33210	-0.82255	0.88938	0.45283
0.70613	0.39730	-1.34003	-0.83031	0.89479	0.44164
0.71891	0.37744	-1.33192	-0.81642	0.91049	0.45650
0.76670	0.44238	-1.31011	-0.78309	0.95116	0.48989
0.76834	0.43754	-1.31915	-0.76342	0.94746	0.50598
0.80098	0.47058	-1.29504	-0.74836	0.98406	0.52069
0.83156	0.48567	-1.26903	-0.72300	1.03439	0.54568
0.82103	0.47176	-1.29649	-0.75026	1.02116	0.51187
0.82599	0.46623	-1.29814	-0.73158	1.03617	0.52541
0.85696	0.44510	-1.29731	-0.71693	1.07096	0.53842
0.89595	0.49153	-1.24528	-0.65976	1.12569	0.59697
0.89401	0.50495	-1.24255	-0.66507	1.12880	0.59455
0.90737	0.49700	-1.22718	-0.67245	1.12700	0.59205
0.85302	0.45933	-1.27421	-0.72430	1.08261	0.54040
0.82604	0.44924	-1.28827	-0.74490	1.06734	0.52256
0.82448	0.45481	-1.29776	-0.73387	1.08041	0.53316
0.81368	0.45722	-1.31841	-0.73387	1.08655	0.52963
0.81398	0.46305	-1.30651	-0.71248	1.08465	0.54553
0.80765	0.44647	-1.30206	-0.69160	1.08136	0.56566
0.79315	0.44187	-1.32883	-0.68460	1.07312	0.56886
0.76229	0.35259	-1.37961	-0.69527	1.03892	0.55063
0.77803	0.35299	-1.41944	-0.66649	1.05735	0.57330
0.71344	0.36594	-1.46655	-0.66037	1.02608	0.57524
0.73946	0.40857	-1.40619	-0.61366	1.08256	0.62552
0.74421	0.43605	-1.41051	-0.57314	1.10416	0.67073
0.74766	0.45573	-1.39441	-0.56171	1.10763	0.68117
0.77926	0.44324	-1.34732	-0.56647	1.14036	0.67989
0.80827	0.44071	-1.35454	-0.53771	1.17156	0.70911
0.78240	0.44070	-1.39648	-0.53801	1.16816	0.70586
0.84247	0.49195	-1.36380	-0.48392	1.22405	0.75496
0.89928	0.56333	-1.31479	-0.43596	1.25338	0.79826
0.86249	0.52393	-1.34866	-0.47321	1.21111	0.75773
0.78884	0.47370	-1.41679	-0.49896	1.17693	0.72888
0.81221	0.49190	-1.41516	-0.48500	1.17620	0.73925
0.80982	0.53184	-1.41341	-0.45364	1.14171	0.75318
0.81040	0.53635	-1.40431	-0.47595	1.11599	0.73193
0.80571	0.53969	-1.40428	-0.49004	1.09393	0.71985
0.80050	0.54230	-1.39576	-0.51552	1.07332	0.69686
0.82936	0.58004	-1.36370	-0.48945	1.11758	0.72702
0.81501	0.59794	-1.37746	-0.49457	1.09351	0.72231
0.79592	0.60910	-1.38821	-0.49165	1.01731	0.72293
0.81483	0.64691	-1.37067	-0.48828	1.01920	0.72855
0.81562	0.63842	-1.35806	-0.49119	1.02043	0.72821
0.82475	0.64973	-1.32430	-0.47047	0.98367	0.75096
0.86140	0.66719	-1.29399	-0.41451	1.04596	0.80725
0.89127	0.64150	-1.26837	-0.37069	1.10607	0.85686
